Document1,Document2,Similarity%
datasets/real/doc_51.txt,datasets/real/doc_68.txt,37.88
datasets/real/doc_51.txt,datasets/real/doc_69.txt,24.64
datasets/real/doc_51.txt,datasets/real/doc_70.txt,8.33
datasets/real/doc_51.txt,datasets/real/doc_71.txt,10.98
datasets/real/doc_51.txt,datasets/real/doc_72.txt,9.88
datasets/real/doc_51.txt,datasets/real/doc_73.txt,15.79
datasets/real/doc_51.txt,datasets/real/doc_74.txt,18.67
datasets/real/doc_51.txt,datasets/real/doc_75.txt,8.33
datasets/real/doc_51.txt,datasets/real/doc_76.txt,9.52
datasets/real/doc_51.txt,datasets/real/doc_77.txt,14.29
datasets/real/doc_51.txt,datasets/real/doc_78.txt,22.86
datasets/real/doc_51.txt,datasets/real/doc_79.txt,6.98
datasets/real/doc_51.txt,datasets/real/doc_80.txt,16.67
datasets/real/doc_51.txt,datasets/real/doc_81.txt,10.98
datasets/real/doc_51.txt,datasets/real/doc_82.txt,13.92
datasets/real/doc_51.txt,datasets/real/doc_83.txt,22.22
datasets/real/doc_51.txt,datasets/real/doc_84.txt,22.97
datasets/real/doc_51.txt,datasets/real/doc_85.txt,40.91
datasets/real/doc_51.txt,datasets/real/doc_86.txt,25.35
datasets/real/doc_51.txt,datasets/real/doc_87.txt,35.82
datasets/real/doc_51.txt,datasets/real/doc_88.txt,34.33
datasets/real/doc_51.txt,datasets/real/doc_89.txt,13.58
datasets/real/doc_51.txt,datasets/real/doc_90.txt,16.67
datasets/real/doc_51.txt,datasets/real/doc_91.txt,4.71
datasets/real/doc_51.txt,datasets/real/doc_92.txt,9.76
datasets/real/doc_51.txt,datasets/real/doc_93.txt,31.43
datasets/real/doc_51.txt,datasets/real/doc_94.txt,26.03
datasets/real/doc_51.txt,datasets/real/doc_95.txt,11.39
datasets/real/doc_51.txt,datasets/real/doc_96.txt,29.17
datasets/real/doc_51.txt,datasets/real/doc_97.txt,37.88
datasets/real/doc_51.txt,datasets/real/doc_98.txt,33.33
datasets/real/doc_51.txt,datasets/real/doc_99.txt,9.41
datasets/real/doc_51.txt,datasets/real/doc_100.txt,25.00
datasets/real/doc_52.txt,datasets/real/doc_53.txt,8.43
datasets/real/doc_52.txt,datasets/real/doc_54.txt,7.41
datasets/real/doc_52.txt,datasets/real/doc_55.txt,0.00
datasets/real/doc_52.txt,datasets/real/doc_56.txt,7.14
datasets/real/doc_52.txt,datasets/real/doc_57.txt,8.54
datasets/real/doc_52.txt,datasets/real/doc_58.txt,9.76
datasets/real/doc_52.txt,datasets/real/doc_59.txt,3.66
datasets/real/doc_52.txt,datasets/real/doc_60.txt,6.02
datasets/real/doc_52.txt,datasets/real/doc_61.txt,8.43
datasets/real/doc_52.txt,datasets/real/doc_62.txt,2.38
datasets/real/doc_52.txt,datasets/real/doc_63.txt,11.84
datasets/real/doc_52.txt,datasets/real/doc_64.txt,11.25
datasets/real/doc_52.txt,datasets/real/doc_65.txt,10.26
datasets/real/doc_52.txt,datasets/real/doc_66.txt,3.57
datasets/real/doc_52.txt,datasets/real/doc_67.txt,10.26
datasets/real/doc_52.txt,datasets/real/doc_68.txt,7.32
datasets/real/doc_52.txt,datasets/real/doc_69.txt,6.41
datasets/real/doc_52.txt,datasets/real/doc_70.txt,0.00
datasets/real/doc_52.txt,datasets/real/doc_71.txt,4.76
datasets/real/doc_52.txt,datasets/real/doc_72.txt,0.00
datasets/real/doc_52.txt,datasets/real/doc_73.txt,7.59
datasets/real/doc_52.txt,datasets/real/doc_74.txt,0.00
datasets/real/doc_52.txt,datasets/real/doc_75.txt,3.53
datasets/real/doc_52.txt,datasets/real/doc_76.txt,1.14
datasets/real/doc_52.txt,datasets/real/doc_77.txt,3.66
datasets/real/doc_52.txt,datasets/real/doc_78.txt,9.21
datasets/real/doc_52.txt,datasets/real/doc_79.txt,5.95
datasets/real/doc_52.txt,datasets/real/doc_80.txt,3.53
datasets/real/doc_52.txt,datasets/real/doc_81.txt,2.33
datasets/real/doc_52.txt,datasets/real/doc_82.txt,6.10
datasets/real/doc_52.txt,datasets/real/doc_83.txt,3.66
datasets/real/doc_52.txt,datasets/real/doc_84.txt,3.53
datasets/real/doc_52.txt,datasets/real/doc_85.txt,9.76
datasets/real/doc_52.txt,datasets/real/doc_86.txt,3.61
datasets/real/doc_52.txt,datasets/real/doc_87.txt,8.64
datasets/real/doc_52.txt,datasets/real/doc_88.txt,10.13
datasets/real/doc_52.txt,datasets/real/doc_89.txt,3.49
datasets/real/doc_52.txt,datasets/real/doc_90.txt,4.76
datasets/real/doc_52.txt,datasets/real/doc_91.txt,6.17
datasets/real/doc_52.txt,datasets/real/doc_92.txt,0.00
datasets/real/doc_52.txt,datasets/real/doc_93.txt,7.23
datasets/real/doc_52.txt,datasets/real/doc_94.txt,4.71
datasets/real/doc_52.txt,datasets/real/doc_95.txt,2.41
datasets/real/doc_52.txt,datasets/real/doc_96.txt,12.50
datasets/real/doc_52.txt,datasets/real/doc_97.txt,7.32
datasets/real/doc_52.txt,datasets/real/doc_98.txt,14.10
datasets/real/doc_52.txt,datasets/real/doc_99.txt,3.45
datasets/real/doc_52.txt,datasets/real/doc_100.txt,4.82
datasets/real/doc_53.txt,datasets/real/doc_54.txt,12.35
datasets/real/doc_53.txt,datasets/real/doc_55.txt,1.14
datasets/real/doc_53.txt,datasets/real/doc_56.txt,17.50
datasets/real/doc_53.txt,datasets/real/doc_57.txt,10.71
datasets/real/doc_53.txt,datasets/real/doc_58.txt,9.30
datasets/real/doc_53.txt,datasets/real/doc_59.txt,3.49
datasets/real/doc_53.txt,datasets/real/doc_60.txt,13.58
datasets/real/doc_53.txt,datasets/real/doc_61.txt,11.90
datasets/real/doc_53.txt,datasets/real/doc_62.txt,5.88
datasets/real/doc_53.txt,datasets/real/doc_63.txt,11.25
datasets/real/doc_53.txt,datasets/real/doc_64.txt,13.41
datasets/real/doc_53.txt,datasets/real/doc_65.txt,12.50
datasets/real/doc_53.txt,datasets/real/doc_66.txt,12.35
datasets/real/doc_53.txt,datasets/real/doc_67.txt,18.42
datasets/real/doc_53.txt,datasets/real/doc_68.txt,15.00
datasets/real/doc_53.txt,datasets/real/doc_69.txt,8.75
datasets/real/doc_53.txt,datasets/real/doc_70.txt,5.75
datasets/real/doc_53.txt,datasets/real/doc_71.txt,2.22
datasets/real/doc_53.txt,datasets/real/doc_72.txt,5.88
datasets/real/doc_53.txt,datasets/real/doc_73.txt,9.88
datasets/real/doc_53.txt,datasets/real/doc_74.txt,7.14
datasets/real/doc_53.txt,datasets/real/doc_75.txt,6.98
datasets/real/doc_53.txt,datasets/real/doc_76.txt,8.14
datasets/real/doc_53.txt,datasets/real/doc_77.txt,5.95
datasets/real/doc_53.txt,datasets/real/doc_78.txt,10.13
datasets/real/doc_53.txt,datasets/real/doc_79.txt,2.20
datasets/real/doc_53.txt,datasets/real/doc_80.txt,9.52
datasets/real/doc_53.txt,datasets/real/doc_81.txt,4.55
datasets/real/doc_53.txt,datasets/real/doc_82.txt,4.60
datasets/real/doc_53.txt,datasets/real/doc_83.txt,11.25
datasets/real/doc_53.txt,datasets/real/doc_84.txt,9.52
datasets/real/doc_53.txt,datasets/real/doc_85.txt,18.99
datasets/real/doc_53.txt,datasets/real/doc_86.txt,11.11
datasets/real/doc_53.txt,datasets/real/doc_87.txt,16.46
datasets/real/doc_53.txt,datasets/real/doc_88.txt,19.74
datasets/real/doc_53.txt,datasets/real/doc_89.txt,6.90
datasets/real/doc_53.txt,datasets/real/doc_90.txt,9.52
datasets/real/doc_53.txt,datasets/real/doc_91.txt,3.45
datasets/real/doc_53.txt,datasets/real/doc_92.txt,2.25
datasets/real/doc_53.txt,datasets/real/doc_93.txt,16.25
datasets/real/doc_53.txt,datasets/real/doc_94.txt,13.41
datasets/real/doc_53.txt,datasets/real/doc_95.txt,3.49
datasets/real/doc_53.txt,datasets/real/doc_96.txt,17.50
datasets/real/doc_53.txt,datasets/real/doc_97.txt,21.05
datasets/real/doc_53.txt,datasets/real/doc_98.txt,13.41
datasets/real/doc_53.txt,datasets/real/doc_99.txt,5.62
datasets/real/doc_53.txt,datasets/real/doc_100.txt,9.64
datasets/real/doc_54.txt,datasets/real/doc_55.txt,7.50
datasets/real/doc_54.txt,datasets/real/doc_56.txt,28.17
datasets/real/doc_54.txt,datasets/real/doc_57.txt,21.62
datasets/real/doc_54.txt,datasets/real/doc_58.txt,24.66
datasets/real/doc_54.txt,datasets/real/doc_59.txt,14.67
datasets/real/doc_54.txt,datasets/real/doc_60.txt,25.35
datasets/real/doc_54.txt,datasets/real/doc_61.txt,30.00
datasets/real/doc_54.txt,datasets/real/doc_62.txt,19.18
datasets/real/doc_54.txt,datasets/real/doc_63.txt,13.16
datasets/real/doc_54.txt,datasets/real/doc_64.txt,20.00
datasets/real/doc_54.txt,datasets/real/doc_65.txt,11.54
datasets/real/doc_54.txt,datasets/real/doc_66.txt,14.29
datasets/real/doc_54.txt,datasets/real/doc_67.txt,17.57
datasets/real/doc_54.txt,datasets/real/doc_68.txt,28.99
datasets/real/doc_54.txt,datasets/real/doc_69.txt,21.74
datasets/real/doc_54.txt,datasets/real/doc_70.txt,7.23
datasets/real/doc_54.txt,datasets/real/doc_71.txt,8.54
datasets/real/doc_54.txt,datasets/real/doc_72.txt,14.47
datasets/real/doc_54.txt,datasets/real/doc_73.txt,10.26
datasets/real/doc_54.txt,datasets/real/doc_74.txt,14.47
datasets/real/doc_54.txt,datasets/real/doc_75.txt,7.23
datasets/real/doc_54.txt,datasets/real/doc_76.txt,7.14
datasets/real/doc_54.txt,datasets/real/doc_77.txt,11.69
datasets/real/doc_54.txt,datasets/real/doc_78.txt,21.74
datasets/real/doc_54.txt,datasets/real/doc_79.txt,13.92
datasets/real/doc_54.txt,datasets/real/doc_80.txt,15.58
datasets/real/doc_54.txt,datasets/real/doc_81.txt,11.25
datasets/real/doc_54.txt,datasets/real/doc_82.txt,14.29
datasets/real/doc_54.txt,datasets/real/doc_83.txt,26.47
datasets/real/doc_54.txt,datasets/real/doc_84.txt,14.10
datasets/real/doc_54.txt,datasets/real/doc_85.txt,33.82
datasets/real/doc_54.txt,datasets/real/doc_86.txt,26.09
datasets/real/doc_54.txt,datasets/real/doc_87.txt,27.14
datasets/real/doc_54.txt,datasets/real/doc_88.txt,29.41
datasets/real/doc_54.txt,datasets/real/doc_89.txt,12.50
datasets/real/doc_54.txt,datasets/real/doc_90.txt,8.54
datasets/real/doc_54.txt,datasets/real/doc_91.txt,3.57
datasets/real/doc_54.txt,datasets/real/doc_92.txt,4.76
datasets/real/doc_54.txt,datasets/real/doc_93.txt,21.62
datasets/real/doc_54.txt,datasets/real/doc_94.txt,28.57
datasets/real/doc_54.txt,datasets/real/doc_95.txt,10.26
datasets/real/doc_54.txt,datasets/real/doc_96.txt,30.00
datasets/real/doc_54.txt,datasets/real/doc_97.txt,30.88
datasets/real/doc_54.txt,datasets/real/doc_98.txt,30.43
datasets/real/doc_54.txt,datasets/real/doc_99.txt,10.98
datasets/real/doc_54.txt,datasets/real/doc_100.txt,18.92
datasets/real/doc_55.txt,datasets/real/doc_56.txt,4.71
datasets/real/doc_55.txt,datasets/real/doc_57.txt,6.02
datasets/real/doc_55.txt,datasets/real/doc_58.txt,8.54
datasets/real/doc_55.txt,datasets/real/doc_59.txt,5.00
datasets/real/doc_55.txt,datasets/real/doc_60.txt,7.41
datasets/real/doc_55.txt,datasets/real/doc_61.txt,9.88
datasets/real/doc_55.txt,datasets/real/doc_62.txt,3.66
datasets/real/doc_55.txt,datasets/real/doc_63.txt,3.70
datasets/real/doc_55.txt,datasets/real/doc_64.txt,7.32
datasets/real/doc_55.txt,datasets/real/doc_65.txt,3.66
datasets/real/doc_55.txt,datasets/real/doc_66.txt,7.50
datasets/real/doc_55.txt,datasets/real/doc_67.txt,3.66
datasets/real/doc_55.txt,datasets/real/doc_68.txt,8.75
datasets/real/doc_55.txt,datasets/real/doc_69.txt,2.50
datasets/real/doc_55.txt,datasets/real/doc_70.txt,2.35
datasets/real/doc_55.txt,datasets/real/doc_71.txt,3.57
datasets/real/doc_55.txt,datasets/real/doc_72.txt,4.94
datasets/real/doc_55.txt,datasets/real/doc_73.txt,5.00
datasets/real/doc_55.txt,datasets/real/doc_74.txt,2.41
datasets/real/doc_55.txt,datasets/real/doc_75.txt,1.16
datasets/real/doc_55.txt,datasets/real/doc_76.txt,6.02
datasets/real/doc_55.txt,datasets/real/doc_77.txt,7.69
datasets/real/doc_55.txt,datasets/real/doc_78.txt,3.80
datasets/real/doc_55.txt,datasets/real/doc_79.txt,4.76
datasets/real/doc_55.txt,datasets/real/doc_80.txt,3.57
datasets/real/doc_55.txt,datasets/real/doc_81.txt,3.57
datasets/real/doc_55.txt,datasets/real/doc_82.txt,6.17
datasets/real/doc_55.txt,datasets/real/doc_83.txt,2.44
datasets/real/doc_55.txt,datasets/real/doc_84.txt,7.41
datasets/real/doc_55.txt,datasets/real/doc_85.txt,8.54
datasets/real/doc_55.txt,datasets/real/doc_86.txt,4.94
datasets/real/doc_55.txt,datasets/real/doc_87.txt,11.54
datasets/real/doc_55.txt,datasets/real/doc_88.txt,8.86
datasets/real/doc_55.txt,datasets/real/doc_89.txt,7.32
datasets/real/doc_55.txt,datasets/real/doc_90.txt,6.10
datasets/real/doc_55.txt,datasets/real/doc_91.txt,1.19
datasets/real/doc_55.txt,datasets/real/doc_92.txt,8.86
datasets/real/doc_55.txt,datasets/real/doc_93.txt,8.64
datasets/real/doc_55.txt,datasets/real/doc_94.txt,12.82
datasets/real/doc_55.txt,datasets/real/doc_95.txt,2.44
datasets/real/doc_55.txt,datasets/real/doc_96.txt,3.49
datasets/real/doc_55.txt,datasets/real/doc_97.txt,10.13
datasets/real/doc_55.txt,datasets/real/doc_98.txt,2.33
datasets/real/doc_55.txt,datasets/real/doc_99.txt,1.14
datasets/real/doc_55.txt,datasets/real/doc_100.txt,4.88
datasets/real/doc_56.txt,datasets/real/doc_57.txt,17.72
datasets/real/doc_56.txt,datasets/real/doc_58.txt,22.08
datasets/real/doc_56.txt,datasets/real/doc_59.txt,17.11
datasets/real/doc_56.txt,datasets/real/doc_60.txt,24.32
datasets/real/doc_56.txt,datasets/real/doc_61.txt,23.68
datasets/real/doc_56.txt,datasets/real/doc_62.txt,13.92
datasets/real/doc_56.txt,datasets/real/doc_63.txt,15.58
datasets/real/doc_56.txt,datasets/real/doc_64.txt,14.81
datasets/real/doc_56.txt,datasets/real/doc_65.txt,18.42
datasets/real/doc_56.txt,datasets/real/doc_66.txt,9.64
datasets/real/doc_56.txt,datasets/real/doc_67.txt,25.00
datasets/real/doc_56.txt,datasets/real/doc_68.txt,31.43
datasets/real/doc_56.txt,datasets/real/doc_69.txt,17.57
datasets/real/doc_56.txt,datasets/real/doc_70.txt,13.58
datasets/real/doc_56.txt,datasets/real/doc_71.txt,10.84
datasets/real/doc_56.txt,datasets/real/doc_72.txt,5.88
datasets/real/doc_56.txt,datasets/real/doc_73.txt,14.10
datasets/real/doc_56.txt,datasets/real/doc_74.txt,15.38
datasets/real/doc_56.txt,datasets/real/doc_75.txt,5.75
datasets/real/doc_56.txt,datasets/real/doc_76.txt,10.71
datasets/real/doc_56.txt,datasets/real/doc_77.txt,12.66
datasets/real/doc_56.txt,datasets/real/doc_78.txt,19.18
datasets/real/doc_56.txt,datasets/real/doc_79.txt,10.71
datasets/real/doc_56.txt,datasets/real/doc_80.txt,16.46
datasets/real/doc_56.txt,datasets/real/doc_81.txt,9.52
datasets/real/doc_56.txt,datasets/real/doc_82.txt,16.67
datasets/real/doc_56.txt,datasets/real/doc_83.txt,17.11
datasets/real/doc_56.txt,datasets/real/doc_84.txt,13.58
datasets/real/doc_56.txt,datasets/real/doc_85.txt,32.39
datasets/real/doc_56.txt,datasets/real/doc_86.txt,21.62
datasets/real/doc_56.txt,datasets/real/doc_87.txt,29.58
datasets/real/doc_56.txt,datasets/real/doc_88.txt,30.00
datasets/real/doc_56.txt,datasets/real/doc_89.txt,14.81
datasets/real/doc_56.txt,datasets/real/doc_90.txt,13.58
datasets/real/doc_56.txt,datasets/real/doc_91.txt,4.65
datasets/real/doc_56.txt,datasets/real/doc_92.txt,8.33
datasets/real/doc_56.txt,datasets/real/doc_93.txt,27.40
datasets/real/doc_56.txt,datasets/real/doc_94.txt,19.23
datasets/real/doc_56.txt,datasets/real/doc_95.txt,9.88
datasets/real/doc_56.txt,datasets/real/doc_96.txt,27.03
datasets/real/doc_56.txt,datasets/real/doc_97.txt,43.75
datasets/real/doc_56.txt,datasets/real/doc_98.txt,30.99
datasets/real/doc_56.txt,datasets/real/doc_99.txt,10.59
datasets/real/doc_56.txt,datasets/real/doc_100.txt,19.74
datasets/real/doc_57.txt,datasets/real/doc_58.txt,22.37
datasets/real/doc_57.txt,datasets/real/doc_59.txt,12.82
datasets/real/doc_57.txt,datasets/real/doc_60.txt,19.74
datasets/real/doc_57.txt,datasets/real/doc_61.txt,22.37
datasets/real/doc_57.txt,datasets/real/doc_62.txt,12.66
datasets/real/doc_57.txt,datasets/real/doc_63.txt,10.00
datasets/real/doc_57.txt,datasets/real/doc_64.txt,16.46
datasets/real/doc_57.txt,datasets/real/doc_65.txt,7.23
datasets/real/doc_57.txt,datasets/real/doc_66.txt,9.76
datasets/real/doc_57.txt,datasets/real/doc_67.txt,18.67
datasets/real/doc_57.txt,datasets/real/doc_68.txt,28.17
datasets/real/doc_57.txt,datasets/real/doc_69.txt,13.16
datasets/real/doc_57.txt,datasets/real/doc_70.txt,7.06
datasets/real/doc_57.txt,datasets/real/doc_71.txt,7.06
datasets/real/doc_57.txt,datasets/real/doc_72.txt,7.23
datasets/real/doc_57.txt,datasets/real/doc_73.txt,12.82
datasets/real/doc_57.txt,datasets/real/doc_74.txt,11.25
datasets/real/doc_57.txt,datasets/real/doc_75.txt,10.98
datasets/real/doc_57.txt,datasets/real/doc_76.txt,6.98
datasets/real/doc_57.txt,datasets/real/doc_77.txt,10.00
datasets/real/doc_57.txt,datasets/real/doc_78.txt,14.67
datasets/real/doc_57.txt,datasets/real/doc_79.txt,2.22
datasets/real/doc_57.txt,datasets/real/doc_80.txt,10.98
datasets/real/doc_57.txt,datasets/real/doc_81.txt,7.06
datasets/real/doc_57.txt,datasets/real/doc_82.txt,11.11
datasets/real/doc_57.txt,datasets/real/doc_83.txt,14.29
datasets/real/doc_57.txt,datasets/real/doc_84.txt,13.75
datasets/real/doc_57.txt,datasets/real/doc_85.txt,24.00
datasets/real/doc_57.txt,datasets/real/doc_86.txt,12.66
datasets/real/doc_57.txt,datasets/real/doc_87.txt,18.18
datasets/real/doc_57.txt,datasets/real/doc_88.txt,20.00
datasets/real/doc_57.txt,datasets/real/doc_89.txt,8.24
datasets/real/doc_57.txt,datasets/real/doc_90.txt,9.64
datasets/real/doc_57.txt,datasets/real/doc_91.txt,3.49
datasets/real/doc_57.txt,datasets/real/doc_92.txt,3.45
datasets/real/doc_57.txt,datasets/real/doc_93.txt,16.46
datasets/real/doc_57.txt,datasets/real/doc_94.txt,19.48
datasets/real/doc_57.txt,datasets/real/doc_95.txt,10.00
datasets/real/doc_57.txt,datasets/real/doc_96.txt,17.72
datasets/real/doc_57.txt,datasets/real/doc_97.txt,28.17
datasets/real/doc_57.txt,datasets/real/doc_98.txt,24.32
datasets/real/doc_57.txt,datasets/real/doc_99.txt,10.71
datasets/real/doc_57.txt,datasets/real/doc_100.txt,11.11
datasets/real/doc_58.txt,datasets/real/doc_59.txt,15.58
datasets/real/doc_58.txt,datasets/real/doc_60.txt,21.05
datasets/real/doc_58.txt,datasets/real/doc_61.txt,28.77
datasets/real/doc_58.txt,datasets/real/doc_62.txt,12.50
datasets/real/doc_58.txt,datasets/real/doc_63.txt,17.11
datasets/real/doc_58.txt,datasets/real/doc_64.txt,14.81
datasets/real/doc_58.txt,datasets/real/doc_65.txt,9.76
datasets/real/doc_58.txt,datasets/real/doc_66.txt,9.64
datasets/real/doc_58.txt,datasets/real/doc_67.txt,20.00
datasets/real/doc_58.txt,datasets/real/doc_68.txt,29.58
datasets/real/doc_58.txt,datasets/real/doc_69.txt,22.54
datasets/real/doc_58.txt,datasets/real/doc_70.txt,8.24
datasets/real/doc_58.txt,datasets/real/doc_71.txt,8.24
datasets/real/doc_58.txt,datasets/real/doc_72.txt,8.43
datasets/real/doc_58.txt,datasets/real/doc_73.txt,11.25
datasets/real/doc_58.txt,datasets/real/doc_74.txt,13.92
datasets/real/doc_58.txt,datasets/real/doc_75.txt,9.52
datasets/real/doc_58.txt,datasets/real/doc_76.txt,8.14
datasets/real/doc_58.txt,datasets/real/doc_77.txt,11.25
datasets/real/doc_58.txt,datasets/real/doc_78.txt,20.83
datasets/real/doc_58.txt,datasets/real/doc_79.txt,12.05
datasets/real/doc_58.txt,datasets/real/doc_80.txt,10.84
datasets/real/doc_58.txt,datasets/real/doc_81.txt,9.52
datasets/real/doc_58.txt,datasets/real/doc_82.txt,18.18
datasets/real/doc_58.txt,datasets/real/doc_83.txt,15.58
datasets/real/doc_58.txt,datasets/real/doc_84.txt,13.58
datasets/real/doc_58.txt,datasets/real/doc_85.txt,22.08
datasets/real/doc_58.txt,datasets/real/doc_86.txt,11.11
datasets/real/doc_58.txt,datasets/real/doc_87.txt,29.58
datasets/real/doc_58.txt,datasets/real/doc_88.txt,22.97
datasets/real/doc_58.txt,datasets/real/doc_89.txt,12.05
datasets/real/doc_58.txt,datasets/real/doc_90.txt,15.00
datasets/real/doc_58.txt,datasets/real/doc_91.txt,5.88
datasets/real/doc_58.txt,datasets/real/doc_92.txt,8.33
datasets/real/doc_58.txt,datasets/real/doc_93.txt,19.23
datasets/real/doc_58.txt,datasets/real/doc_94.txt,20.78
datasets/real/doc_58.txt,datasets/real/doc_95.txt,11.25
datasets/real/doc_58.txt,datasets/real/doc_96.txt,28.77
datasets/real/doc_58.txt,datasets/real/doc_97.txt,27.78
datasets/real/doc_58.txt,datasets/real/doc_98.txt,29.17
datasets/real/doc_58.txt,datasets/real/doc_99.txt,11.90
datasets/real/doc_58.txt,datasets/real/doc_100.txt,8.33
datasets/real/doc_59.txt,datasets/real/doc_60.txt,14.47
datasets/real/doc_59.txt,datasets/real/doc_61.txt,17.11
datasets/real/doc_59.txt,datasets/real/doc_62.txt,7.59
datasets/real/doc_59.txt,datasets/real/doc_63.txt,9.09
datasets/real/doc_59.txt,datasets/real/doc_64.txt,8.64
datasets/real/doc_59.txt,datasets/real/doc_65.txt,13.33
datasets/real/doc_59.txt,datasets/real/doc_66.txt,2.38
datasets/real/doc_59.txt,datasets/real/doc_67.txt,14.86
datasets/real/doc_59.txt,datasets/real/doc_68.txt,17.57
datasets/real/doc_59.txt,datasets/real/doc_69.txt,9.33
datasets/real/doc_59.txt,datasets/real/doc_70.txt,11.54
datasets/real/doc_59.txt,datasets/real/doc_71.txt,7.41
datasets/real/doc_59.txt,datasets/real/doc_72.txt,7.59
datasets/real/doc_59.txt,datasets/real/doc_73.txt,10.53
datasets/real/doc_59.txt,datasets/real/doc_74.txt,7.59
datasets/real/doc_59.txt,datasets/real/doc_75.txt,3.57
datasets/real/doc_59.txt,datasets/real/doc_76.txt,8.64
datasets/real/doc_59.txt,datasets/real/doc_77.txt,7.69
datasets/real/doc_59.txt,datasets/real/doc_78.txt,12.33
datasets/real/doc_59.txt,datasets/real/doc_79.txt,8.64
datasets/real/doc_59.txt,datasets/real/doc_80.txt,8.75
datasets/real/doc_59.txt,datasets/real/doc_81.txt,7.41
datasets/real/doc_59.txt,datasets/real/doc_82.txt,17.81
datasets/real/doc_59.txt,datasets/real/doc_83.txt,15.07
datasets/real/doc_59.txt,datasets/real/doc_84.txt,10.13
datasets/real/doc_59.txt,datasets/real/doc_85.txt,18.67
datasets/real/doc_59.txt,datasets/real/doc_86.txt,11.84
datasets/real/doc_59.txt,datasets/real/doc_87.txt,14.47
datasets/real/doc_59.txt,datasets/real/doc_88.txt,17.81
datasets/real/doc_59.txt,datasets/real/doc_89.txt,6.02
datasets/real/doc_59.txt,datasets/real/doc_90.txt,6.10
datasets/real/doc_59.txt,datasets/real/doc_91.txt,1.19
datasets/real/doc_59.txt,datasets/real/doc_92.txt,7.50
datasets/real/doc_59.txt,datasets/real/doc_93.txt,7.32
datasets/real/doc_59.txt,datasets/real/doc_94.txt,17.33
datasets/real/doc_59.txt,datasets/real/doc_95.txt,6.33
datasets/real/doc_59.txt,datasets/real/doc_96.txt,20.27
datasets/real/doc_59.txt,datasets/real/doc_97.txt,26.09
datasets/real/doc_59.txt,datasets/real/doc_98.txt,17.33
datasets/real/doc_59.txt,datasets/real/doc_99.txt,3.49
datasets/real/doc_59.txt,datasets/real/doc_100.txt,8.86
datasets/real/doc_60.txt,datasets/real/doc_61.txt,26.03
datasets/real/doc_60.txt,datasets/real/doc_62.txt,17.33
datasets/real/doc_60.txt,datasets/real/doc_63.txt,12.99
datasets/real/doc_60.txt,datasets/real/doc_64.txt,15.19
datasets/real/doc_60.txt,datasets/real/doc_65.txt,11.39
datasets/real/doc_60.txt,datasets/real/doc_66.txt,12.66
datasets/real/doc_60.txt,datasets/real/doc_67.txt,27.54
datasets/real/doc_60.txt,datasets/real/doc_68.txt,20.00
datasets/real/doc_60.txt,datasets/real/doc_69.txt,13.33
datasets/real/doc_60.txt,datasets/real/doc_70.txt,8.43
datasets/real/doc_60.txt,datasets/real/doc_71.txt,5.88
datasets/real/doc_60.txt,datasets/real/doc_72.txt,8.64
datasets/real/doc_60.txt,datasets/real/doc_73.txt,7.41
datasets/real/doc_60.txt,datasets/real/doc_74.txt,11.39
datasets/real/doc_60.txt,datasets/real/doc_75.txt,7.14
datasets/real/doc_60.txt,datasets/real/doc_76.txt,12.35
datasets/real/doc_60.txt,datasets/real/doc_77.txt,17.57
datasets/real/doc_60.txt,datasets/real/doc_78.txt,11.84
datasets/real/doc_60.txt,datasets/real/doc_79.txt,12.35
datasets/real/doc_60.txt,datasets/real/doc_80.txt,13.92
datasets/real/doc_60.txt,datasets/real/doc_81.txt,8.43
datasets/real/doc_60.txt,datasets/real/doc_82.txt,11.25
datasets/real/doc_60.txt,datasets/real/doc_83.txt,14.47
datasets/real/doc_60.txt,datasets/real/doc_84.txt,15.38
datasets/real/doc_60.txt,datasets/real/doc_85.txt,21.05
datasets/real/doc_60.txt,datasets/real/doc_86.txt,15.79
datasets/real/doc_60.txt,datasets/real/doc_87.txt,26.76
datasets/real/doc_60.txt,datasets/real/doc_88.txt,28.99
datasets/real/doc_60.txt,datasets/real/doc_89.txt,8.33
datasets/real/doc_60.txt,datasets/real/doc_90.txt,9.76
datasets/real/doc_60.txt,datasets/real/doc_91.txt,6.02
datasets/real/doc_60.txt,datasets/real/doc_92.txt,5.95
datasets/real/doc_60.txt,datasets/real/doc_93.txt,13.75
datasets/real/doc_60.txt,datasets/real/doc_94.txt,21.33
datasets/real/doc_60.txt,datasets/real/doc_95.txt,16.00
datasets/real/doc_60.txt,datasets/real/doc_96.txt,22.67
datasets/real/doc_60.txt,datasets/real/doc_97.txt,32.35
datasets/real/doc_60.txt,datasets/real/doc_98.txt,22.97
datasets/real/doc_60.txt,datasets/real/doc_99.txt,8.24
datasets/real/doc_60.txt,datasets/real/doc_100.txt,15.58
datasets/real/doc_61.txt,datasets/real/doc_62.txt,15.38
datasets/real/doc_61.txt,datasets/real/doc_63.txt,17.11
datasets/real/doc_61.txt,datasets/real/doc_64.txt,22.37
datasets/real/doc_61.txt,datasets/real/doc_65.txt,16.88
datasets/real/doc_61.txt,datasets/real/doc_66.txt,13.75
datasets/real/doc_61.txt,datasets/real/doc_67.txt,13.92
datasets/real/doc_61.txt,datasets/real/doc_68.txt,31.43
datasets/real/doc_61.txt,datasets/real/doc_69.txt,22.54
